value,variable,year,country,continent,mean_GDPPP,change_bii,change_gdp
0.498004496097565,bii,1980,Hungary,Europe,12766.23532,3.0639876858014468,16.88821965853423
0.949007451534271,bii,1980,Norway,Europe,28919.805055,0.296561336094577,36.812981725416314
0.892185389995575,bii,1980,Sweden,Europe,22127.15526,1.7131716510812363,20.62421571488119
0.629684805870056,bii,1980,Belgium,Europe,21752.704485000002,11.896904964891363,21.557042425446003
0.583015859127045,bii,1980,France,Europe,21180.1698,1.7952138661694788,23.14114191536985
NA,NA,1980,Bolivia,Americas,2955.100971,NA,-9.469770029002282
NA,NA,1980,"Congo, Dem. Rep.",Africa,673.26131505,NA,-20.823215989071723
NA,NA,1980,"Congo, Rep.",Africa,4540.3512295,NA,40.30032659971873
NA,NA,1980,Cote d'Ivoire,Africa,2379.833119,NA,-2.783356928112258
NA,NA,1980,Czech Republic,Europe,15843.835975,NA,13.540829007883275
NA,NA,1980,"Hong Kong, China",Asia,17299.5016,NA,77.41195818363049
NA,NA,1980,Iran,Asia,7125.6079865,NA,-33.72271513120386
NA,NA,1980,"Korea, Dem. Rep.",Asia,4106.508804,NA,5.188253891167592
NA,NA,1980,"Korea, Rep.",Asia,7078.0156345,NA,84.12918093169853
NA,NA,1980,Reunion,Africa,5285.2984205,NA,12.843757787160774
NA,NA,1980,Slovak Republic,Europe,11692.906715000001,NA,13.54082904218655
NA,NA,1980,Swaziland,Africa,3940.1119150000004,NA,10.270797553484549
NA,NA,1980,Syria,Asia,3439.306,NA,19.277305652878717
NA,NA,1980,Taiwan,Asia,9240.458262,NA,91.33277634921005
NA,NA,1980,Tanzania,Africa,853.0323431500001,NA,-9.178320190004959
NA,NA,1980,United Kingdom,Europe,19948.606095000003,NA,19.72564510642252
NA,NA,1980,United States,Americas,27446.954775,NA,19.650181357150277
NA,NA,1980,Venezuela,Americas,10517.997379,NA,-11.0499073102043
NA,NA,1980,Vietnam,Asia,764.0176156,NA,8.138238699049223
NA,NA,1980,West Bank and Gaza,Asia,4721.614733,NA,38.5401394002489
NA,NA,1980,"Yemen, Rep.",Asia,1974.6492739999999,NA,27.61028077216372
0.767825484275818,bii,1990,Sudan,Africa,1562.2039034999998,-4.542064044534664,-19.112139936327587
0.666965425014496,bii,1990,Ghana,Africa,965.152983,-7.709983727338412,-11.105112178188048
0.761242508888245,bii,1990,Liberia,Africa,622.8984349499999,-0.717955622588949,-13.685803691748504
0.915160715579987,bii,1990,Mali,Africa,764.6361798,0.31107584588900744,20.627513023527737
0.888903617858887,bii,1990,Niger,Africa,580.7439671,-2.3529903992700856,-34.12263751736581
0.762259483337402,bii,1990,Kenya,Africa,1351.203371,-2.640899420021491,8.531560596268148
0.716516196727753,bii,1990,Somalia,Africa,928.7783624,0.5944548288221729,-31.34320462851018
0.531598806381226,bii,1990,New Zealand,Oceania,19706.869355,-4.219528728294904,22.100489097330815
0.802737414836884,bii,1990,Brazil,Americas,7454.131922500001,-5.0986181139556415,28.013749901066433
0.886523485183716,bii,1990,Chile,Americas,8857.089572,-0.5085547789071834,72.80797019930802
0.92154324054718,bii,1990,Peru,Americas,5142.3642905,-1.853336823911171,-15.83084421603454
0.360433161258698,bii,1990,Uruguay,Americas,8683.6227415,-1.9359058218584013,42.26411525613333
0.758922636508942,bii,1990,Mexico,Americas,9619.8409125,-3.0449599497063513,32.830956788896174
0.727298200130463,bii,1990,Sri Lanka,Asia,2409.1082395000003,-3.549451062806185,88.05209092701918
0.77503901720047,bii,1990,Indonesia,Asia,2751.2382505,-3.803566289589593,120.6453812695751
0.773369371891022,bii,1990,Cambodia,Asia,708.2941727499999,-6.744410174422973,49.65075205046069
0.834455251693726,bii,1990,Myanmar,Asia,381,-0.03795746022606536,4.670329670329671
0.818241655826569,bii,1990,Malaysia,Asia,8705.411221,-7.898549382815404,160.75752292253148
0.663009762763977,bii,1990,Philippines,Asia,2407.929471,-11.184254861549583,10.390199279118633
1,bii,1990,Bahrain,Asia,19663.797980000003,0,4.570306476480311
0.995838940143585,bii,1990,Iraq,Asia,3410.9402410000002,-0.4161059856415017,-71.88508151097778
0.624387323856354,bii,1990,Lebanon,Asia,7822.885352,0.023660835387990575,-3.0986495578424873
0.788548231124878,bii,1990,Croatia,Europe,9161.699694,1.8015668629214925,-10.484274158773987
0.728881359100342,bii,1990,Portugal,Europe,16924.149095,-0.8680269433123997,76.34159302143986
0.51557320356369,bii,1990,Serbia,Europe,8619.694271,3.3780396617305177,-26.64944297625965
0.506736099720001,bii,1990,Hungary,Europe,11124.202675,4.871027371731795,1.853695565550184
0.687282860279083,bii,1990,Austria,Europe,28068.96967,6.1654577145746305,54.178312841141825
0.644281327724457,bii,1990,Belgium,Europe,26568.38366,14.490751288534307,48.46770625515377
0.971375465393066,bii,1990,Algeria,Africa,4910.255849,0.48959227938873257,7.999832116740162
1,bii,1990,Egypt,Africa,3983.9684960000004,0,65.67073765574276
